"Grand List Year","Fiscal Year End June 30","Town Code","Service District Code","Municipality/District","Mill Rate","Mill Rate - Real & Personal Property","Mill Rate - Motor Vehicle","Flat Rate Fee / Other Rate"
"2019","2021","137","363","Stonington - Wequetequock Fire District",,"0.81","0.81",
"2019","2021","138","138","Stratford",,"39.64","39.64",
"2019","2021","138",,"Stratford - Far Mill River Tax District",,"13.6158",,
"2019","2021","138",,"Stratford - Oronoque Village Tax District",,"13.57",,
"2019","2021","139","139","Suffield",,"28.64","28.64",
"2019","2021","140","140","Thomaston",,"36.13","36.13",
"2019","2021","141","141","Thompson",,"24.23","24.23",
"2019","2021","142","142","Tolland",,"36.05","36.05",
"2019","2021","143","143","Torrington",,"46.17","45",
"2019","2021","143",,"Torrington - Lakeridge Tax District",,"81.43",,
"2019","2021","144","144","Trumbull",,"34.74","34.74",
"2019","2021","144",,"Trumbull - Canoe Brook Lake Tax District",,"0.0009",,
"2019","2021","144","366","Trumbull - Long Hill Fire District",,"0.924",,
"2019","2021","144","367","Trumbull - Nichols Fire District",,"1.216",,
"2019","2021","144","365","Trumbull - Trumbull Center Fire District",,"1.11",,
"2019","2021","145","145","Union",,"28.99","28.99",
"2019","2021","146","146","Vernon",,"39.63","39.63",
"2019","2021","147","147","Voluntown",,"29.21","29.21",
"2019","2021","148","148","Wallingford",,"29.19","29.19",
"2019","2021","149","149","Warren",,"14.25","14.25",
"2019","2021","150","150","Washington",,"14.25","14.25",
"2019","2021","151","151","Waterbury",,"60.21","45",
"2019","2021","152","152","Waterford",,"27.87","27.87",
"2019","2021","153","153","Watertown",,"33.19","33.19",
"2019","2021","153",,"Watertown - Lake Winnemaug Association",,,,"48"
"2019","2021","154","154","Westbrook",,"25","25",
"2019","2021","154",,"Westbrook - Cedar Crest Tax District",,"0.41",,
"2019","2021","154",,"Westbrook - Chapman Beach Taxing District",,"1.62",,
"2019","2021","154",,"Westbrook - Grove Beach Improvement Association",,"0.0001",,
"2019","2021","154",,"Westbrook - Grove Beach Point Assocation",,"1.4",,
"2019","2021","154",,"Westbrook - Island View Beach Association",,"0.0011",,
"2019","2021","154",,"Westbrook - Pilots Point Association Inc",,"0.736",,
"2019","2021","154",,"Westbrook - Stannard Beach Improvement Association",,"2.26",,
"2019","2021","155","155","West Hartford",,"41.8","41.8",
"2019","2021","155",,"West Hartford - 800 Mountain Road Tax District",,"26.2391",,
"2019","2021","156","156","West Haven",,"37.48","37",
"2019","2021","156","371","West Haven - Fire District 2 - West Shore",,"11.129","8",
"2019","2021","156","156A","West Haven - Fire District 3 - Allingtown Fire District",,"14.02","8",
"2019","2021","156","370","West Haven - First Fire Taxation District ( First Center )",,"12.99","8",
"2019","2021","157","157","Weston",,"32.37","32.37",
"2019","2021","157",,"Weston - Georgetown Fire District  ( Redding, Weston, Wilton)",,"1.7723",,
"2019","2021","158","158","Westport",,"16.71","16.71",
"2019","2021","158",,"Westport - Harvest Commons Tax District",,"12.6975",,
"2019","2021","158",,"Westport - Lansdowne Tax Dist",,"11.55",,
"2019","2021","158",,"Westport - Minute Man Hill / Special Taxing District of Westport",,"0.0002",,
"2019","2021","158",,"Westport - Nash Pond Taxing District",,"0.0005",,
"2019","2021","158",,"Westport - Regents  Park Tax District",,,,"1.01-1.52%"
"2019","2021","158","792","Westport - Saugatuck Island Special Taxing District",,"0.8481",,
"2019","2021","158",,"Westport - Saugatuck Shores Owners Association Tax District",,,,
"2019","2021","158",,"Westport - Silent Grove North Special Taxing District",,"3.301",,
"2019","2021","158",,"Westport - Whitney Glen Tax District",,,,"1.16-2%"
"2019","2021","159","159","Wethersfield",,"40.69","40.69",
"2019","2021","160","160","Willington",,"29.99","29.99",
"2019","2021","161","161","Wilton",,"27.4616","27.4616",
"2019","2021","161",,"Wilton - Georgetown Fire District  ( Redding, Weston, Wilton)",,"1.7518",,
"2019","2021","162","162","Winchester",,"33.54","33.54",
"2019","2021","163","163","Windham",,"36.8","36.8",
"2019","2021","163",,"Windham - Windham District #2",,"49.98","45",
"2019","2021","163","764","Windham - Windham First Taxing District  ( District #1 )",,"38.9","38.9",
"2019","2021","164","164","Windsor",,"33.11","33.11",
"2019","2021","164","372","Windsor - Wilson Fire District",,"3",,
"2019","2021","164","373","Windsor - Windsor Fire District",,"1.5",,
"2019","2021","165","165","Windsor Locks",,"25.83","25.83",
"2019","2021","166","166","Wolcott",,"33.14","33.14",
"2019","2021","167","167","Woodbridge",,"41.53","41.53",
"2019","2021","168","168","Woodbury",,"29.17","29.17",
"2019","2021","168","786","Woodbury - Woodlake Tax District",,"40.6",,
"2019","2021","169","169","Woodstock",,"24.5","24.5",
"2019","2021","169",,"Woodstock - Lake Bunggee Tax District",,"4.35",,
"2019","2021","169",,"Woodstock - Quassett Lake District",,"2.3432",,
"2019","2021","169",,"Woodstock - Witches Woods Tax District",,"3.17",,
"2020","2022","1","1","Andover",,"35.88","35.88",
"2020","2022","2","2","Ansonia",,"37.8","37.8",
"2020","2022","3","3","Ashford",,"36.37","36.37",
"2020","2022","3",,"Ashford - Lake Chaffee Improvement Association Inc",,,,"218"
"2020","2022","4","4","Avon",,"34.21","34.21",
"2020","2022","4",,"Avon - Farmington Woods District",,"15.65",,
"2020","2022","4",,"Avon - Hunters Run Tax District",,"24.32",,
"2020","2022","4",,"Avon - Lakeview Association, Inc.",,,,"NONE"
"2020","2022","4",,"Avon - Pond Place Tax District",,"12.7",,
"2020","2022","4",,"Avon - Secret Lake Association Inc",,,,"90 - 385"
"2020","2022","5","5","Barkhamsted",,"31.52","31.52",
"2020","2022","5","301","Barkhamsted - Barkhamsted Fire District",,"1.69","1.69",
"2020","2022","6","6","Beacon Falls",,"34.9","34.9",
"2020","2022","7","7","Berlin",,"33.93","33.93",
"2020","2022","7","303","Berlin - Kensington Fire District",,"1.1",,
"2020","2022","7","304","Berlin - Worthington Fire District",,"1.54",,
"2020","2022","8","8","Bethany",,"34.5","34.5",
"2020","2022","9","9","Bethel",,"34.26","32",
"2020","2022","10","10","Bethlehem",,"27.51","27.51",
"2020","2022","10",,"Bethlehem - Kasson Grove Property Owners Association",,"3.25",,
"2020","2022","11","11","Bloomfield",,"35.58","35.58",
"2020","2022","11","306","Bloomfield - Blue Hills Fire District",,"2.5","2.5",
"2020","2022","11","305","Bloomfield - Center Fire District",,"1.25","1.25",
"2020","2022","12","12","Bolton",,"39.43","39.43",
"2020","2022","13","13","Bozrah",,"27","27",
"2020","2022","14","14","Branford",,"29.45","29.45",
"2020","2022","14",,"Branford - Castle Rock Tax District",,"0.02",,
"2020","2022","14",,"Branford - Civic Association Of Short Beach",,,,"65"
"2020","2022","14",,"Branford - Eastern Indian Neck Association",,,,"NO TAX"
"2020","2022","14",,"Branford - Granite Bay Civic Association",,,,"40"
"2020","2022","14",,"Branford - Greens Tax District (Condo Assoc.)",,"11.57",,
"2020","2022","14",,"Branford - Harbour Village Tax District",,"0.01",,
"2020","2022","14",,"Branford - Hotchkiss Grove Shore District",,"0.13",,
"2020","2022","14",,"Branford - Johnson Point District",,"0.78",,
"2020","2022","14","732","Branford - Linden Shore District",,"1.1",,"0"
"2020","2022","14",,"Branford - Pine Orchard Association (The)",,"4",,
"2020","2022","14",,"Branford - Plymouth Colony Tax District",,"21.64",,
"2020","2022","14",,"Branford - Stonegate Tax District",,,,"NO TAX"
"2020","2022","14",,"Branford - Stony Creek Association",,"0",,
"2020","2022","14",,"Branford - Sylvan Point Tax District",,"0.02",,
"2020","2022","14",,"Branford - Thimble Islands Ferry District",,"0.73",,
"2020","2022","14",,"Branford - Turtle Bay Tax District",,"9.9",,
"2020","2022","15","15","Bridgeport",,"43.45","43.45",
"2020","2022","15",,"Bridgeport - Downtown Special Service District",,"3",,
"2020","2022","15","0","Bridgeport - Steel Point Infrastructure Improvement District",,"43.45",,
"2020","2022","16","16","Bridgewater",,"17.5","17.5",
"2020","2022","17","17","Bristol",,"38.35","38.35",
"2020","2022","18","18","Brookfield",,"30.1","30.1",
"2020","2022","18",,"Brookfield - Candlewood Shores Tax District",,"3.74",,
"2020","2022","18",,"Brookfield - Hickory Hills Tax District",,,,"0"
"2020","2022","18",,"Brookfield - High Meadow Tax District",,"15.19",,
"2020","2022","19","19","Brooklyn",,"26.42","26.42",
"2020","2022","19","307","Brooklyn - East Brooklyn Fire District",,"1.75",,
"2020","2022","20","20","Burlington",,"33.4","33.4",
"2020","2022","21","21","Canaan",,"25.7","25.7",
"2020","2022","22","22","Canterbury",,"23.72","23.72",
"2020","2022","23","23","Canton",,"33.22","33.22",
"2020","2022","23",,"Canton - Secret Lake Association Inc",,,,"90 - 385"
"2020","2022","24","24","Chaplin",,"32.5","32.5",
"2020","2022","25","25","Cheshire",,"33.72","33.72",
"2020","2022","25",,"Cheshire - Copper Hill Tax District",,"33.22",,
"2020","2022","25",,"Cheshire - Currier Woods Tax District",,"23.79",,
"2020","2022","26","26","Chester",,"29.5","29.5",
"2020","2022","27","27","Clinton",,"29.83","29.83",
"2020","2022","27",,"Clinton - Beach Park Point Association",,"6",,"0"
"2020","2022","27",,"Clinton - Beach Park Road Association",,"0.81",,"200"
"2020","2022","27",,"Clinton - Clinton Beach Association",,"0.56",,"0"
"2020","2022","27",,"Clinton - Lochwood Lake Improvement District",,"0",,
"2020","2022","28","28","Colchester",,"33.05","33.05",
"2020","2022","29","29","Colebrook",,"30.9","30.9",
"2020","2022","30","30","Columbia",,"29.33","29.33",
"2020","2022","31","31","Cornwall",,"16.7","16.7",
"2020","2022","32","32","Coventry",,"31.15","31.15",
"2020","2022","32",,"Coventry - Actors Colony Estates Association Inc",,,,"85"
"2020","2022","32",,"Coventry - Gerald Park Association",,"0.66",,
"2020","2022","32",,"Coventry - Hemlock Point Tax District",,,,"60"
"2020","2022","32",,"Coventry - Lakeview Terrace Association",,"0",,
"2020","2022","32",,"Coventry - Lakewood Heights Association Inc",,"0.9",,
"2020","2022","32",,"Coventry - Oak Grove Association",,"0",,
"2020","2022","32",,"Coventry - Pine Lake Community Club Inc",,,,"$100.00 - $150.00"
"2020","2022","32",,"Coventry - Waterfront Heights Association Inc (Homeowners Association)",,,,"129"
"2020","2022","32",,"Coventry - Waterfront Manor Association Inc",,,,".475 - 24.70"
"2020","2022","32",,"Coventry - Waterfront Park Association Inc",,"0.75",,
"2020","2022","33","33","Cromwell",,"30.33","30.33",
"2020","2022","33","309","Cromwell - Cromwell Fire District",,"3","3",
"2020","2022","33",,"Cromwell - Oxford Park Tax District",,,,"NO TAX"
"2020","2022","34","34","Danbury",,"27.6","27.6",
"2020","2022","34",,"Danbury - Cornell Hills Taxing District",,"0",,
"2020","2022","35","35","Darien",,"16.84","16.84",
"2020","2022","35",,"Darien - Allwood Tax District",,,,"0"
"2020","2022","35",,"Darien - Crooked Mile Tax District",,"0.59",,
"2020","2022","35",,"Darien - Ridge Acres Tax District",,,,"475"
"2020","2022","35",,"Darien - Tokeneke Tax District",,"0",,
"2020","2022","36","36","Deep River",,"29.58","29.58",
"2020","2022","37","37","Derby",,"38.6","38.6",
"2020","2022","38","38","Durham",,"35.56","35.56",
"2020","2022","39","39","Eastford",,"26","26",
"2020","2022","40","40","East Granby",,"33.6","33.6",
"2020","2022","41","41","East Haddam",,"30.44","30.44",
"2020","2022","41",,"East Haddam - Laurel Cove Association   Inc",,,,"325"
"2020","2022","41",,"East Haddam - Moodus Estates Lake Association",,,,"0"
"2020","2022","41",,"East Haddam - Property Owners Association Of Moodus Lake Shores, Inc.",,"0",,
"2020","2022","41",,"East Haddam - Property Owners Of Lake Hayward",,"4.61",,"0"
"2020","2022","41",,"East Haddam - Sunset Acres Of Bashan Lake Inc",,,,"100"
"2020","2022","42","42","East Hampton",,"34.53","34.53",
"2020","2022","42",,"East Hampton - Lake Pocotopaug Terrace Association",,,,"450"
"2020","2022","42",,"East Hampton - Princess Pocotopaug Corporation",,"0.76",,
"2020","2022","43","43","East Hartford",,"49.35","45",
"2020","2022","44","44","East Haven",,"34.25","34.25",
"2020","2022","45","45","East Lyme",,"28.51","28.51",
"2020","2022","45",,"East Lyme - Attawan Beach Association Inc",,"2",,
"2020","2022","45",,"East Lyme - Black Point Beach Club Association",,"1.73",,
"2020","2022","45",,"East Lyme - Crescent Beach Association",,"1.14",,"n/a"
"2020","2022","45",,"East Lyme - Giants Neck Beach Assocation",,"1.36",,"0"
"2020","2022","45",,"East Lyme - Giants Neck Heights Association",,"1.99",,
"2020","2022","45",,"East Lyme - Gorton Lake Shores Association",,,,"30.00-55.00 seniors/famil"
"2020","2022","45",,"East Lyme - Oak Grove Beach Community  Association",,"2.27",,
"2020","2022","45",,"East Lyme - Pine Grove Niantic Association",,"0.09",,"0"
"2020","2022","46","46","Easton",,"32.35","32.35",
"2020","2022","47","47","East Windsor",,"34.5","34.5",
"2020","2022","47",,"East Windsor - Broad Brook Fire Dept",,"2.48",,
"2020","2022","47",,"East Windsor - Warehouse Point Fire District",,"1.9",,
"2020","2022","48","48","Ellington",,"31.6","31.6",
"2020","2022","48",,"Ellington - Crystal Lake Fire District",,,,"Municipal Based Budget by"
"2020","2022","49","49","Enfield",,"34.23","34.23",
"2020","2022","49","315","Enfield - #1 Enfield Fire District",,"3.3","3.3",
"2020","2022","49","319","Enfield - #2 Thompsonville Fire District",,"6.86","5",
"2020","2022","49","316","Enfield - #3 Hazardville Fire District",,"3.34","3.34",
"2020","2022","49","317","Enfield - #4 North Thompsonville Fire District",,"3.15","3.15",
"2020","2022","49","318","Enfield - #5 Shaker Pines Fire District",,"4.4","4.4",
"2020","2022","49","759","Enfield - Crescent Lake Tax District",,"1.45",,
"2020","2022","49",,"Enfield - Shaker Pines Lake Association",,,,"82.92-167.50"
"2020","2022","50","50","Essex",,"22.43","22.43",
"2020","2022","51","51","Fairfield",,"26.98","26.98",
"2020","2022","51",,"Fairfield - Brooklawn Park Association",,"1.25",,
"2020","2022","51",,"Fairfield - Mill Hill Improvement Association, Inc,",,,,"0"
"2020","2022","51",,"Fairfield - Tanaka Park Association Inc",,,,"125"
"2020","2022","51",,"Fairfield - Winton Park Association",,,,"0"
"2020","2022","52","52","Farmington",,"28.81","28.81",
"2020","2022","52",,"Farmington - Greenbriar Tax District",,,,"0"
"2020","2022","52",,"Farmington - Lake Garda Improvement Association",,,,"200"
"2020","2022","52",,"Farmington - Talcott Glen  Tax District",,"23.63",,
"2020","2022","53","53","Franklin",,"22.97","22.97",
"2020","2022","54","54","Glastonbury",,"37.32","37.32",
"2020","2022","55","55","Goshen",,"20.6","20.6",
"2020","2022","55",,"Goshen - Woodridge Lake Sewer District",,"4.7",,
"2020","2022","56","56","Granby",,"39.61","39.61",
"2020","2022","57","57","Greenwich",,"11.59","11.59",
"2020","2022","57",,"Greenwich - Belle Haven Tax District",,"1.6",,
"2020","2022","57",,"Greenwich - Chimney Cove Tax District  (Chimney Cove Private Assoc)",,,,"0"
"2020","2022","57",,"Greenwich - Common Tax District - Condo (The)",,"2.93",,
"2020","2022","57",,"Greenwich - Field Point Park District",,"0",,
"2020","2022","57",,"Greenwich - Gate Field Hedgerow Tax District",,"1.08",,
"2020","2022","57",,"Greenwich - Georgetowne North Tax District",,"7.52",,
"2020","2022","57",,"Greenwich - Greenwich Hills Tax District",,,,"150-220"
"2020","2022","57",,"Greenwich - Greenwich Sewer District",,"0.4",,
"2020","2022","57",,"Greenwich - Greenwich Sewer Improvement",,"0.05",,
"2020","2022","57",,"Greenwich - Harbor Point Tax District",,"1.5",,
"2020","2022","57",,"Greenwich - Hawthorne Condo Asoc. Tax Dist. (The)",,"1.6",,
"2020","2022","57",,"Greenwich - Hillcrest Park Tax District",,"0",,
"2020","2022","57",,"Greenwich - Indian Harbor District",,"0",,
"2020","2022","57",,"Greenwich - Khakum Wood Tax District",,"1.8",,"0"
"2020","2022","57",,"Greenwich - Lansing Meadows Condo Association",,,,"1750"
"2020","2022","57",,"Greenwich - Ledge Road Tax District",,,,"0"
"2020","2022","57",,"Greenwich - Lyon Farm East Tax District Inc.",,"3.72",,
"2020","2022","57",,"Greenwich - Mead Point District",,"0.01",,"0"
"2020","2022","57",,"Greenwich - Milbrook Owners Association Inc",,"0",,
"2020","2022","57",,"Greenwich - Old Farm Woods Tax District",,"1.44",,"0"
"2020","2022","57",,"Greenwich - Palmer Point Tax District",,"6.72",,
"2020","2022","57",,"Greenwich - Putnam Park Tax District",,"11.55",,
"2020","2022","57",,"Greenwich - Quail Road Tax District",,"0.87",,
"2020","2022","57",,"Greenwich - Rock Ridge Association",,,,"0"
"2020","2022","57",,"Greenwich - Sheephill Road",,,,"0"
"2020","2022","57",,"Greenwich - Silo Hill Tax District",,,,"144-262"
"2020","2022","57",,"Greenwich - The Dublin Hill Tax District",,"0.47",,"0"
"2020","2022","57",,"Greenwich - Weaver Street Tax District",,"0.01",,
"2020","2022","57",,"Greenwich - West Quail Road Tax District",,,,"0"
"2020","2022","58","58","Griswold",,"28.94","28.94",
"2020","2022","58","606","Griswold - Jewett City",,"3.5",,
"2020","2022","59","59","Groton",,"25.98","25.98",
"2020","2022","59","501","Groton - #1 City of Groton",,"4.3","4.3",
"2020","2022","59","324","Groton - #2 Poquonock Bridge Fire District",,"6.49","6.49",
"2020","2022","59","321","Groton - #3 Mystic Fire District",,"2.19","2.19",
"2020","2022","59","322","Groton - #4 Noank Fire District",,"1.68","1.68",
"2020","2022","59",,"Groton - #5 Old Mystic Fire District",,"2.9","2.9",
"2020","2022","59","605","Groton - #6 Groton Long Point Association",,"4.13","4.13",
"2020","2022","59","320","Groton - #7 Center Groton Fire District",,"3.5","3.5",
"2020","2022","59","325","Groton - #8 West Pleasant Valley Fire District",,"3.93","3.93",
"2020","2022","59",,"Groton - #9 Mumford Cove Association",,"0.33","0.33",
"2020","2022","59","59A","Groton - Groton Sewer District  (City Of Groton)",,"0.37",,
"2020","2022","60","60","Guilford",,"32.62","32.62",
"2020","2022","60",,"Guilford - Guilford Lakes Improvement Association",,"1.44",,"0"
"2020","2022","60",,"Guilford - Indian Cove Association Inc",,,,"50.00 Ã¢â‚¬â€œ 200.00"
"2020","2022","60",,"Guilford - Old Quarry Association",,"1",,"0"
"2020","2022","60",,"Guilford - Sachems Head Association Inc",,"1.34",,
"2020","2022","60",,"Guilford - Sunrise District (Sunrise Community Association Inc.)",,"0",,"0"
"2020","2022","61","61","Haddam",,"32.16","32.16",
"2020","2022","61",,"Haddam - Hidden Lake Association",,"3.4",,
"2020","2022","62","62","Hamden",,"52.44","45",
"2020","2022","63","63","Hampton",,"23.77","23.77",
"2020","2022","64","64","Hartford",,"74.29","45",
"2020","2022","64",,"Hartford - Columbia Street & Park Terrace Special Services District",,"5.1",,
"2020","2022","64",,"Hartford - Park Street Special Services",,"3.5",,"N/A"
"2020","2022","65","65","Hartland",,"27","27",
"2020","2022","66","66","Harwinton",,"28.7","28.7",
"2020","2022","66",,"Harwinton - Lake Harwinton Association",,,,"$153-$382.50"
"2020","2022","67","67","Hebron",,"36.33","36.33",
"2020","2022","67",,"Hebron - Amston Lake Tax District  ( Hebron / Lebanon )",,"1.63",,"0"
"2020","2022","68","68","Kent",,"18.57","18.57",
"2020","2022","69","69","Killingly",,"25.14","25.14",
"2020","2022","69","603","Killingly - Danielson",,"5.05",,
"2020","2022","69","327","Killingly - #1 Attawaugan Fire District",,"2.62",,"n/a"
"2020","2022","69","328","Killingly - #2 Dayville Fire District",,"1.77",,
"2020","2022","69","329","Killingly - #3 Dyer Manor Fire District",,"0.5",,
"2020","2022","69","330","Killingly - #4 East Killingly Fire District",,"1.8",,
"2020","2022","69","331","Killingly - #5 Orient Heights Fire District",,"0.6",,
"2020","2022","69","333","Killingly - #6 Williamsville Fire Engine District",,"2.1",,
"2020","2022","69","332","Killingly - #7 South Killingly Fire District",,"2.1",,"0"
"2020","2022","70","70","Killingworth",,"26.72","26.72",
"2020","2022","71","71","Lebanon",,"28.4","28.4",
"2020","2022","71","0","Lebanon - Amston Lake Tax District (Hebron/Lebanon)",,"2.54",,
"2020","2022","71",,"Lebanon - Lake Williams Beach Association",,,,"100"
"2020","2022","72","72","Ledyard",,"33.6","33.6",
"2020","2022","72",,"Ledyard - Gales Ferry Fire District",,"0.2",,
"2020","2022","73","73","Lisbon",,"23.23","23.23",
"2020","2022","74","74","Litchfield",,"27.6","27.6",
"2020","2022","74","601","Litchfield - Bantam",,"1.5",,
"2020","2022","74","607","Litchfield - Litchfield",,"2.7","2.7",
"2020","2022","75","75","Lyme",,"19.95","19.95",
"2020","2022","75",,"Lyme - Joshuatown Association",,,,"0"
"2020","2022","76","76","Madison",,"28.85","28.85",
"2020","2022","76",,"Madison - Kelsey Place Beach Association",,"1.18",,"N/A"
"2020","2022","76",,"Madison - Lee Manor Association",,,,"500"
"2020","2022","76",,"Madison - Overshore Association",,"0.19",,"0"
"2020","2022","76",,"Madison - Seafields Association Inc",,,,"$300.00 Flat Fee"
"2020","2022","77","77","Manchester",,"36.52","36.52",
"2020","2022","77","335","Manchester - Eighth Utilities District Of Manchester - Full Rate",,"5.32","5.32",
"2020","2022","77","933","Manchester - Eighth Utilities District Of Manchester - Half Rate",,"2.66","2.66",
"2020","2022","77","934","Manchester - Manchester Special Services District  (OTHER )",,"2.88",,"0"
"2020","2022","77","935","Manchester - South Manchester Fire District  ( FIRE )",,"5.41","5.41","0"
"2020","2022","78","78","Mansfield",,"31.38","31.38",
"2020","2022","79","79","Marlborough",,"35.84","35.84",
"2020","2022","80","80","Meriden",,"40.86","40.86",
"2020","2022","80",,"Meriden - Meriden - District 2",,"43.53",,
"2020","2022","81","81","Middlebury",,"34.83","34.83",
"2020","2022","82","82","Middlefield",,"31.82","31.82",
"2020","2022","83","83","Middletown",,"35.7","35.7",
"2020","2022","83","83A","Middletown - City Fire",,"8.3","8.3",
"2020","2022","83","337","Middletown - South Fire District - Middletown",,"5.37","5.37",
"2020","2022","83","338","Middletown - Westfield Fire District",,"1.73","1.73",
"2020","2022","84","84","Milford",,"27.65","27.65",
"2020","2022","84","611","Milford - Woodmont",,"0.65",,
"2020","2022","84",,"Milford - Bay View Improvement Association",,,,"170"
"2020","2022","84",,"Milford - Laurel Beach Association - Milford (The)",,"2.87",,"0"
"2020","2022","84",,"Milford - Morningside Association",,"0.06",,
"2020","2022","84",,"Milford - Point Beach Improvement Association",,,,"300"
"2020","2022","85","85","Monroe",,"36.36","36.36",
"2020","2022","85",,"Monroe - Northbrook Tax District ( Condo Association)",,"16.14",,
"2020","2022","86","86","Montville",,"31.75","31.75",
"2020","2022","87","87","Morris",,"24.63","24.63",
"2020","2022","87",,"Morris - Deer Island Association",,"2.84",,"0"
"2020","2022","88","88","Naugatuck",,"47.75","45",
"2020","2022","89","89","New Britain",,"49.5","44",
"2020","2022","89","10101","New Britain - Downtown District",,"3.8",,
"2020","2022","90","90","New Canaan",,"18.16","18.16",
"2020","2022","90",,"New Canaan - 289 New Norwalk Road Tax District",,"0.01",,
"2020","2022","90",,"New Canaan - Coachmens  Square Tax District",,,,"8.25 - 8.75%"
"2020","2022","90",,"New Canaan - Cobblers Green Condominium Association",,,,"2.876-3.374%"
"2020","2022","90",,"New Canaan - Father PeterÃ¢â‚¬â„¢s Lane Special Taxing District",,"0",,
"2020","2022","90",,"New Canaan - Hatfield Mews Tax District",,,,"$3,127-$4,286"
"2020","2022","90",,"New Canaan - Kings Grant Tax District  ( Condo Assoc)",,,,"5018 - $5716"
"2020","2022","90",,"New Canaan - Orchard Hills Tax District  ( Condo Assoc.)",,,,"3.70-4.84%"
"2020","2022","90",,"New Canaan - Park View Tax District ( Condo Assoc.)",,,,"6.28-8.43%"
"2020","2022","90",,"New Canaan - Prides Crossing Tax District",,,,"1.36-3.15%"
"2020","2022","91","91","New Fairfield",,"31.49","31.49",
"2020","2022","91",,"New Fairfield - Candlewood Hills Tax District",,"5.18",,
"2020","2022","91",,"New Fairfield - Candlewood Knolls Tax District",,"7.73",,"0"
"2020","2022","91",,"New Fairfield - Hillview Drive Association",,"3.19",,"0"
"2020","2022","91",,"New Fairfield - Inglenook Development Tax District",,"3",,
"2020","2022","91",,"New Fairfield - Joyce Hill Tax District",,"3.75",,"0"
"2020","2022","91",,"New Fairfield - Knollcrest Tax District",,"2.52",,
"2020","2022","91",,"New Fairfield - Lavelle Ave Tax District",,"1.67",,
"2020","2022","91",,"New Fairfield - Squantz View Tax District",,"4.63",,
"2020","2022","91",,"New Fairfield - Tax District of Bogus Hill",,"1.74",,
"2020","2022","91",,"New Fairfield - Tax District of Candlewood Isle",,"3.6",,
"2020","2022","92","92","New Hartford",,"30.93","30.93",
"2020","2022","92","339","New Hartford - #1 Village Fire District",,"1.7",,
"2020","2022","92","340","New Hartford - #3 Pine Meadow Fire District",,"2.3",,"0"
"2020","2022","92","341","New Hartford - South End Fire District",,"0.75",,
"2020","2022","93","93","New Haven",,"43.88","43.88",
"2020","2022","94","94","Newington",,"38.81","38.81",
"2020","2022","95","95","New London",,"37.95","37.95",
"2020","2022","95","912","New London - City Center District",,"1.2",,
"2020","2022","95",,"New London - Neptune Park Association",,"1.94",,
"2020","2022","96","96","New Milford",,"27.97","27.97",
"2020","2022","96",,"New Milford - Candlewood Point Homeowners Tax Dist",,"0",,"N/A"
"2020","2022","96",,"New Milford - Candlewood Springs Tax District",,"0",,"0"
"2020","2022","96",,"New Milford - Ferris Estate Tax District",,,,"275 lot / 900 house / 200"
"2020","2022","96",,"New Milford - Millstone Ridge Tax District",,,,"700"
"2020","2022","96",,"New Milford - Mountain View Association",,"0",,
"2020","2022","96","342","New Milford - New Milford Fire District",,"0.71",,
"2020","2022","96",,"New Milford - Sunny Valley Tax District",,,,"NO FEE"
"2020","2022","96",,"New Milford - Tax District of Candlewood Lakes Estates",,"4.3",,"0"
"2020","2022","97","97","Newtown",,"34.65","34.65",
"2020","2022","97","608","Newtown - Newtown",,"0.64",,
"2020","2022","98","98","Norfolk",,"26.91","26.91",
"2020","2022","99","99","North Branford",,"33.14","33.14",
"2020","2022","100","100","North Canaan",,"29","29",
"2020","2022","100","343","North Canaan - Canaan Fire District",,"2.2","2.2",
"2020","2022","101","101","North Haven",,"30.71","30.71",
"2020","2022","101",,"North Haven - Cedar Hills Infrastructure Improvement District",,,,"0"
"2020","2022","102","102","North Stonington",,"28.6","28.6",
"2020","2022","103","103","Norwalk",,,"30.47",
"2020","2022","103",,"Norwalk - Birchwood Special Services District",,"13.31",,
"2020","2022","103",,"Norwalk - Norwalk 1st Downtown",,"23.97",,"0"
"2020","2022","103",,"Norwalk - Norwalk 2nd South",,"23.97",,
"2020","2022","103",,"Norwalk - Norwalk 3rd East",,"23.97",,
"2020","2022","103",,"Norwalk - Norwalk 4th Sewered Main Area",,"24.05",,
"2020","2022","103",,"Norwalk - Norwalk 5th No Garbage Main Area",,"23.62",,
"2020","2022","103",,"Norwalk - Norwalk 6th Rowayton",,"22.17",,
"2020","2022","104","104","Norwich",,"41.98","41.98",
"2020","2022","104","1006","Norwich - City Consolidated District",,"6.66","3.02",
"2020","2022","104","1005","Norwich - Town Consolidated District",,"0.37","0.37",
"2020","2022","105","105","Old Lyme",,"23.3","23.3",
"2020","2022","105",,"Old Lyme - Miami Beach Association",,"3.5",,"0"
"2020","2022","105",,"Old Lyme - Old Colony Beach Club Association",,"4",,
"2020","2022","105",,"Old Lyme - Old Lyme Shores Beach Association",,"0",,
"2020","2022","105",,"Old Lyme - Point O'Woods Association Inc (The)",,"2.95",,
"2020","2022","105",,"Old Lyme - Rogers Lake West Shores  Inc",,"1",,"0"
"2020","2022","105",,"Old Lyme - White Sand Beach Association",,"3.67",,
"2020","2022","106","106","Old Saybrook",,"20.05","20.05",
"2020","2022","106","604","Old Saybrook - Fenwick",,"3.64",,
