"Grand List Year","Fiscal Year End June 30","Town Code","Service District Code","Municipality/District","Mill Rate","Mill Rate - Real & Personal Property","Mill Rate - Motor Vehicle","Flat Rate Fee / Other Rate"
"2020","2022","106",,"Old Saybrook - Bel-Aire Manor Beach Association",,,,"$650.00 per house"
"2020","2022","106",,"Old Saybrook - Chalker Beach Improvement Association",,"3.37",,
"2020","2022","106",,"Old Saybrook - Cornfield Point Association",,,,"87.00 - 412.00"
"2020","2022","106",,"Old Saybrook - Indian Town Association",,"2.95",,
"2020","2022","106",,"Old Saybrook - Knollwood Beach Association",,"1.27",,
"2020","2022","106",,"Old Saybrook - Otter Cove Association (District of Otter Cove)",,"0.71",,
"2020","2022","106",,"Old Saybrook - Saybrook Manor Association",,"1.43",,"na"
"2020","2022","107","107","Orange",,"33.25","33.25",
"2020","2022","108","108","Oxford",,"23","23",
"2020","2022","109","109","Plainfield",,"28.33","28.33",
"2020","2022","109","344","Plainfield - Central Village Fire District",,"2.95",,
"2020","2022","109","345","Plainfield - Moosup Fire District",,"2.4",,
"2020","2022","109","346","Plainfield - Plainfield Fire District #255",,"1.8",,
"2020","2022","109","347","Plainfield - Wauregan Fire District",,"2.3",,"0"
"2020","2022","110","110","Plainville",,"34.56","34.56",
"2020","2022","111","111","Plymouth",,"40.63","40.63",
"2020","2022","111",,"Plymouth - Fall Mountain Lake Prop Owners Association",,,,"207"
"2020","2022","111",,"Plymouth - Lake Plymouth Community Association Inc",,,,"286.19"
"2020","2022","112","112","Pomfret",,"25.73","25.73",
"2020","2022","112","348","Pomfret - Pomfret Fire District",,"0.78","0.08","0"
"2020","2022","113","113","Portland",,"35.01","35.01",
"2020","2022","114","114","Preston",,"26.94","26.94",
"2020","2022","115","115","Prospect",,"32.3","32.3",
"2020","2022","116","116","Putnam",,"20.84","20.84",
"2020","2022","116","349","Putnam - East Putnam Fire District #1",,"1.8","1.8",
"2020","2022","116",,"Putnam - Special Services District",,"9","9",
"2020","2022","116","374","Putnam - West Putnam Fire District",,"1",,
"2020","2022","117","117","Redding",,"32.84","32.84",
"2020","2022","117","350","Redding - Georgetown Fire District  ( Redding, Weston, Wilton)",,"1.8",,
"2020","2022","117",,"Redding - Georgetown Special Development District",,,,
"2020","2022","117","351","Redding - Redding Fire District #1",,"0.9",,
"2020","2022","117","352","Redding - Redding Fire District #2",,"0.88",,"0"
"2020","2022","118","118","Ridgefield",,"28.21","28.21",
"2020","2022","118",,"Ridgefield - Twixt Hills Tax District",,,,"550"
"2020","2022","119","119","Rocky Hill",,"34.1","34.1",
"2020","2022","120","120","Roxbury",,"15.4","15.4",
"2020","2022","121","121","Salem",,"32.2","32.2",
"2020","2022","122","122","Salisbury",,"11","11",
"2020","2022","123","123","Scotland",,"39","38",
"2020","2022","124","124","Seymour",,"34.71","34.71",
"2020","2022","125","125","Sharon",,"14.5","14.5",
"2020","2022","126","126","Shelton",,"22.03","22.03",
"2020","2022","127","127","Sherman",,"18.64","18.64",
"2020","2022","127",,"Sherman - Atchison Cove Tax District",,"0",,
"2020","2022","127","754","Sherman - Candlewood Tax District",,"5.35",,
"2020","2022","127",,"Sherman - Laurel Hill Road Tax District",,"0",,
"2020","2022","127",,"Sherman - Timber Trails Tax District (Property Owners Assoc. Inc.)",,,,"NO TAX"
"2020","2022","128","128","Simsbury",,"37.41","37.41",
"2020","2022","128","355","Simsbury - Simsbury Fire District",,"1.22","1.22",
"2020","2022","129","129","Somers",,"26.66","26.66",
"2020","2022","130","130","Southbury",,"29.3","29.3",
"2020","2022","130",,"Southbury - Heritage Crest Tax District",,"19.53",,
"2020","2022","131","131","Southington",,"29.03","29.03",
"2020","2022","132","132","South Windsor",,"37.86","37.86",
"2020","2022","133","133","Sprague",,"36","36",
"2020","2022","134","134","Stafford",,"34.93","34.93",
"2020","2022","134","134A","Stafford - Town Of Stafford (Springs) Service District",,"2.28","2.28",
"2020","2022","135","135","Stamford",,"26.94","27.25",
"2020","2022","135",,"Stamford - River Turn Community District",,"7.04",,
"2020","2022","135",,"Stamford - Stamford A",,"26.94",,
"2020","2022","135",,"Stamford - Stamford B",,"26.38",,
"2020","2022","135",,"Stamford - Stamford C",,"25.97",,
"2020","2022","135",,"Stamford - Stamford CS",,"26.45",,
"2020","2022","136","136","Sterling",,"31.94","31.94",
"2020","2022","136","357","Sterling - Sterling Fire District",,"2.1",,
"2020","2022","137","137","Stonington",,"23.85","23.85",
"2020","2022","137","610","Stonington - Stonington",,"3","3",
"2020","2022","137","363","Stonington - Latimer Point Fire District",,"2.5",,
"2020","2022","137",,"Stonington - Lords Point Association",,"2.47",,
"2020","2022","137",,"Stonington - Masons Island Fire District",,"2.07",,
"2020","2022","137","321","Stonington - Mystic Fire District",,"1.68","1.68",
"2020","2022","137","377","Stonington - Old Mystic Fire District",,"2.9","2.9",
"2020","2022","137","360","Stonington - Pawcatuck Fire District",,"1.8","1.8",
"2020","2022","137","361","Stonington - Quiambaug Fire District",,"1.25","1.25",
"2020","2022","137","362","Stonington - Stonington Fire District",,"0.6","0.6",
"2020","2022","137",,"Stonington - Wamphassuc  Point Association",,"0.53",,
"2020","2022","137","363","Stonington - Wequetequock Fire District",,"0.84","0.84",
"2020","2022","138","138","Stratford",,"39.47","39.47",
"2020","2022","138",,"Stratford - Far Mill River Tax District",,"13.62",,
"2020","2022","138",,"Stratford - Oronoque Village Tax District",,"14.1",,
"2020","2022","139","139","Suffield",,"28.64","28.64",
"2020","2022","140","140","Thomaston",,"36.13","36.13",
"2020","2022","141","141","Thompson",,"24.95","24.95",
"2020","2022","142","142","Tolland",,"37.11","37.11",
"2020","2022","143","143","Torrington",,"46.17","45",
"2020","2022","143",,"Torrington - Lakeridge Tax District",,"84.51",,
"2020","2022","144","144","Trumbull",,"35.42","35.42",
"2020","2022","144",,"Trumbull - Canoe Brook Lake Tax District",,"0",,"0"
"2020","2022","144","366","Trumbull - Long Hill Fire District",,"0.94",,
"2020","2022","144","367","Trumbull - Nichols Fire District",,"1.22",,
"2020","2022","144","365","Trumbull - Trumbull Center Fire District",,"1.13",,
"2020","2022","145","145","Union",,"28.6","28.6",
"2020","2022","146","146","Vernon",,"39.63","39.63",
"2020","2022","147","147","Voluntown",,"28.08","28.08",
"2020","2022","148","148","Wallingford",,"28.52","28.52",
"2020","2022","149","149","Warren",,"14.15","14.15",
"2020","2022","150","150","Washington",,"14.25","14.25",
"2020","2022","151","151","Waterbury",,"60.21","45",
"2020","2022","152","152","Waterford",,"27.64","27.64",
"2020","2022","153","153","Watertown",,"34.56","34.56",
"2020","2022","153",,"Watertown - Lake Winnemaug Association",,,,"96"
"2020","2022","154","154","Westbrook",,"25","25",
"2020","2022","154",,"Westbrook - Cedar Crest Tax District",,"0.41",,
"2020","2022","154",,"Westbrook - Chapman Beach Taxing District",,"1.45",,
"2020","2022","154",,"Westbrook - Grove Beach Improvement Association",,"0.16",,"0"
"2020","2022","154",,"Westbrook - Grove Beach Point Assocation",,"1.4",,
"2020","2022","154",,"Westbrook - Island View Beach Association",,"0",,"0"
"2020","2022","154",,"Westbrook - Pilots Point Association Inc",,"0.79",,
"2020","2022","154",,"Westbrook - Stannard Beach Improvement Association",,"2.44",,
"2020","2022","155","155","West Hartford",,"42.42","42.42",
"2020","2022","155",,"West Hartford - 800 Mountain Road Tax District",,"27",,
"2020","2022","156","156","West Haven",,"34","37",
"2020","2022","156","371","West Haven - Fire District 2 - West Shore",,"10.29","8",
"2020","2022","156","156A","West Haven - Fire District 3 - Allingtown Fire District",,"11.62","8",
"2020","2022","156","370","West Haven - First Fire Taxation District ( First Center )",,"11.6","8",
"2020","2022","157","157","Weston",,"32.92","32.92",
"2020","2022","157",,"Weston - Georgetown Fire District  ( Redding, Weston, Wilton)",,"1.8",,
"2020","2022","158","158","Westport",,"18.07","18.07",
"2020","2022","158",,"Westport - Harvest Commons Tax District",,"13.58",,
"2020","2022","158",,"Westport - Lansdowne Tax Dist",,"0.01",,
"2020","2022","158",,"Westport - Minute Man Hill / Special Taxing District of Westport",,"0",,
"2020","2022","158",,"Westport - Nash Pond Taxing District",,"0",,
"2020","2022","158",,"Westport - Regents  Park Tax District",,,,"NO TAX"
"2020","2022","158","792","Westport - Saugatuck Island Special Taxing District",,"0.85",,
"2020","2022","158",,"Westport - Saugatuck Shores Owners Association Tax District",,,,"0"
"2020","2022","158",,"Westport - Silent Grove North Special Taxing District",,"3.76",,
"2020","2022","158",,"Westport - Whitney Glen Tax District",,,,"1.1563-2.0033%"
"2020","2022","159","159","Wethersfield",,"40.67","40.67",
"2020","2022","160","160","Willington",,"29.99","29.99",
"2020","2022","161","161","Wilton",,"27.87","27.87",
"2020","2022","161",,"Wilton - Georgetown Fire District  ( Redding, Weston, Wilton)",,"1.8",,
"2020","2022","162","162","Winchester",,"33.54","33.54",
"2020","2022","163","163","Windham",,"37.21","37.21",
"2020","2022","163",,"Windham - Windham District #2",,"12.88","7.79",
"2020","2022","163","764","Windham - Windham First Taxing District  ( District #1 )",,"2.2","2.2",
"2020","2022","164","164","Windsor",,"33.27","33.27",
"2020","2022","164","372","Windsor - Wilson Fire District",,"3",,"0"
"2020","2022","164","373","Windsor - Windsor Fire District",,"1.75",,"0"
"2020","2022","165","165","Windsor Locks",,"25.83","25.83",
"2020","2022","166","166","Wolcott",,"33.14","33.14",
"2020","2022","167","167","Woodbridge",,"42.64","42.64",
"2020","2022","168","168","Woodbury",,"29.17","29.17",
"2020","2022","168","786","Woodbury - Woodlake Tax District",,"41.4",,"0"
"2020","2022","169","169","Woodstock",,"25.5","25.5",
"2020","2022","169",,"Woodstock - Lake Bunggee Tax District",,"5.08",,
"2020","2022","169",,"Woodstock - Quassett Lake District",,"2.41",,
"2020","2022","169",,"Woodstock - Witches Woods Tax District",,"3.1",,
"2021","2023","1","1","Andover",,"31.91","31.91",
"2021","2023","2","2","Ansonia",,"37.8","32.46",
"2021","2023","3","3","Ashford",,"32.265","32.265",
"2021","2023","3",,"Ashford - Lake Chaffee Improvement Association Inc",,"0","0",
"2021","2023","4","4","Avon",,"34.61","32.46",
"2021","2023","4",,"Avon - Farmington Woods District",,"16.5588","0",
"2021","2023","4",,"Avon - Hunters Run Tax District",,"27.98","0",
"2021","2023","4",,"Avon - Lakeview Association, Inc.",,"0","0","NO TAX"
"2021","2023","4",,"Avon - Pond Place Tax District",,"11.614","0","0"
"2021","2023","4",,"Avon - Secret Lake Association Inc",,"0","0","100 - 400"
"2021","2023","5","5","Barkhamsted",,"31.49","31.49",
"2021","2023","5","301","Barkhamsted - Barkhamsted Fire District",,"1.96","0.97",
"2021","2023","6","6","Beacon Falls",,"28.31","28.31",
"2021","2023","7","7","Berlin",,"34.31","32.46",
"2021","2023","7","303","Berlin - Kensington Fire District",,"1.1","0",
"2021","2023","7","304","Berlin - Worthington Fire District",,"1.87","0",
"2021","2023","8","8","Bethany",,"36","32.46",
"2021","2023","9","9","Bethel",,"34.59","32",
"2021","2023","10","10","Bethlehem",,"27.5","27.5",
"2021","2023","10",,"Bethlehem - Kasson Grove Property Owners Association",,"3","0",
"2021","2023","11","11","Bloomfield",,"34.53","32.46",
"2021","2023","11","306","Bloomfield - Blue Hills Fire District",,"2.5","0",
"2021","2023","11","305","Bloomfield - Center Fire District",,"1.5","0",
"2021","2023","12","12","Bolton",,"39.99","32.46",
"2021","2023","13","13","Bozrah",,"27","27",
"2021","2023","14","14","Branford",,"29.45","29.45",
"2021","2023","14",,"Branford - Castle Rock Tax District",,"0.0229","0",
"2021","2023","14",,"Branford - Civic Association Of Short Beach",,"0","0","65"
"2021","2023","14",,"Branford - Eastern Indian Neck Association",,"0","0","NO TAX"
"2021","2023","14",,"Branford - Granite Bay Civic Association",,"0","0","40"
"2021","2023","14",,"Branford - Greens Tax District (Condo Assoc.)",,"11.56","0",
"2021","2023","14",,"Branford - Harbour Village Tax District",,"0.0137","0",
"2021","2023","14",,"Branford - Hotchkiss Grove Shore District",,"0.137","0",
"2021","2023","14",,"Branford - Johnson Point District",,"0.8621","0",
"2021","2023","14","732","Branford - Linden Shore District",,"1.1","0",
"2021","2023","14",,"Branford - Pine Orchard Association (The)",,"4","0",
"2021","2023","14",,"Branford - Plymouth Colony Tax District",,"0","0",
"2021","2023","14",,"Branford - Stonegate Tax District",,"0","0","NO TAX"
"2021","2023","14",,"Branford - Stony Creek Association",,"0.0001","0",
"2021","2023","14",,"Branford - Sylvan Point Tax District",,"0.023","0",
"2021","2023","14",,"Branford - Thimble Islands Ferry District",,"0.727","0",
"2021","2023","14",,"Branford - Turtle Bay Tax District",,"9.724","0",
"2021","2023","15","15","Bridgeport",,"43.45","32.46",
"2021","2023","15",,"Bridgeport - Downtown Special Service District",,"3","0",
"2021","2023","15","0","Bridgeport - Steel Point Infrastructure Improvement District",,"43.45","0",
"2021","2023","16","16","Bridgewater",,"18.5","18.5",
"2021","2023","17","17","Bristol",,"38.35","32.46",
"2021","2023","18","18","Brookfield",,"25.88","25.88",
"2021","2023","18",,"Brookfield - Candlewood Shores Tax District",,"3.7435","0",
"2021","2023","18",,"Brookfield - Hickory Hills Tax District",,"0","0",
"2021","2023","18",,"Brookfield - High Meadow Tax District",,"12.779","0",
"2021","2023","19","19","Brooklyn",,"27.48","27.48",
"2021","2023","19","307","Brooklyn - East Brooklyn Fire District",,"1.75","0",
"2021","2023","20","20","Burlington",,"32.7","32.46",
"2021","2023","21","21","Canaan",,"25.7","25.7",
"2021","2023","22","22","Canterbury",,"23","23",
"2021","2023","23","23","Canton",,"33.69","32.46",
"2021","2023","23",,"Canton - Secret Lake Association Inc",,"0","0","100 - 400"
"2021","2023","24","24","Chaplin",,"34.5","32.46",
"2021","2023","25","25","Cheshire",,"34.32","32.46",
"2021","2023","25",,"Cheshire - Copper Hill Tax District",,"0.014","0",
"2021","2023","25",,"Cheshire - Currier Woods Tax District",,"25.1904","0",
"2021","2023","26","26","Chester",,"29.5","29.5",
"2021","2023","27","27","Clinton",,"29.83","29.83",
"2021","2023","27",,"Clinton - Beach Park Point Association",,"6.6","0",
"2021","2023","27",,"Clinton - Beach Park Road Association",,"0.8909","0","500"
"2021","2023","27",,"Clinton - Clinton Beach Association",,"0.71","0",
"2021","2023","27",,"Clinton - Lochwood Lake Improvement District",,"0.002","0",
"2021","2023","28","28","Colchester",,"0","0",
"2021","2023","29","29","Colebrook",,"32.25","32.25",
"2021","2023","30","30","Columbia",,"25.87","25.87",
"2021","2023","31","31","Cornwall",,"14.49","14.49",
"2021","2023","32","32","Coventry",,"31.15","31.15",
"2021","2023","32",,"Coventry - Actors Colony Estates Association Inc",,"0","0","85"
"2021","2023","32",,"Coventry - Gerald Park Association",,"1.777","0",
"2021","2023","32",,"Coventry - Hemlock Point Tax District",,"0","0","60"
"2021","2023","32",,"Coventry - Lakeview Terrace Association",,"0.001","0",
"2021","2023","32",,"Coventry - Lakewood Heights Association Inc",,"0.8","0",
"2021","2023","32",,"Coventry - Oak Grove Association",,"0.0011","0",
"2021","2023","32",,"Coventry - Pine Lake Community Club Inc",,"0","0","$100.00 - $150.00"
"2021","2023","32",,"Coventry - Waterfront Heights Association Inc (Homeowners Association)",,"0","0","137"
"2021","2023","32",,"Coventry - Waterfront Manor Association Inc",,"0","0",".475 - 24.70"
"2021","2023","32",,"Coventry - Waterfront Park Association Inc",,"0.75","0",
"2021","2023","33","33","Cromwell",,"30.33","30.33",
"2021","2023","33","309","Cromwell - Cromwell Fire District",,"3","2.13",
"2021","2023","33",,"Cromwell - Oxford Park Tax District",,"0","0","NO TAX"
"2021","2023","34","34","Danbury",,"28.22","28.22",
"2021","2023","34",,"Danbury - Cornell Hills Taxing District",,"0.0064","0",
"2021","2023","34",,"Danbury - Upper Marjorie Manor Tax District",,"0","0",
"2021","2023","35","35","Darien",,"17.23","17.23",
"2021","2023","35",,"Darien - Allwood Tax District",,"0","0",
"2021","2023","35",,"Darien - Crooked Mile Tax District",,"0.6069","0",
"2021","2023","35",,"Darien - Ridge Acres Tax District",,"0","0","$525 per acre"
"2021","2023","35",,"Darien - Tokeneke Tax District",,"0.0008","0",
"2021","2023","36","36","Deep River",,"28.95","28.95",
"2021","2023","37","37","Derby",,"38.6","32.46",
"2021","2023","38","38","Durham",,"34.57","32.46",
"2021","2023","39","39","Eastford",,"26.25","26.25",
"2021","2023","40","40","East Granby",,"34.1","32.46",
"2021","2023","41","41","East Haddam",,"31.79","31.79",
"2021","2023","41",,"East Haddam - Laurel Cove Association   Inc",,"0","0","325"
"2021","2023","41",,"East Haddam - Moodus Estates Lake Association",,"0","0",
"2021","2023","41",,"East Haddam - Property Owners Association Of Moodus Lake Shores, Inc.",,"0.0025","0",
"2021","2023","41",,"East Haddam - Property Owners Of Lake Hayward",,"4.612","0",
"2021","2023","41",,"East Haddam - Sunset Acres Of Bashan Lake Inc",,"0","0","100"
"2021","2023","42","42","East Hampton",,"34.66","32.46",
"2021","2023","42",,"East Hampton - Lake Pocotopaug Terrace Association",,"0","0","450"
"2021","2023","42",,"East Hampton - Princess Pocotopaug Corporation",,"0.5313","0",
"2021","2023","43","43","East Hartford",,"41","32.46",
"2021","2023","44","44","East Haven",,"31.2","31.2",
"2021","2023","45","45","East Lyme",,"23.84","23.84",
"2021","2023","57",,"Greenwich - Sheephill Road",,"0","0",
