row_index,sale_year,sale_month,sale_day,sale_quarter,list_year,town_encoded,house_number,has_unit,zipcode,longitude,latitude,year_built,stories,total_bedrms,total_bthrms,living_area_sqft,style_encoded,fiscal_year_end_june30,mortgage30us,cpi_cuur0100sa0,unemployment_rate,housing_supply_actliscouct,mill_rate,gdp_real_estate,home_age_at_sale,living_area_sqft_log1p,sale_amount_log1p
774,2016,4,8,2.0,2015.0,80,22.0,0,6360.0,-72.1007089,41.5392484,1959.0,1.5,3.0,2.0,1775.0,24.0,2016.0,3.59,254.27,4.8,,,34944.3,57.0,7.4821189235521155,11.40646434386837
775,2016,6,1,2.0,2015.0,41,300.0,0,6090.0,-72.8859408,41.9750863,1941.0,1.5,3.0,2.0,1497.0,24.0,2016.0,3.64,255.471,5.0,,36.22,34944.3,75.0,7.311886164077165,11.372329174623584
776,2015,9,14,3.0,2014.0,37,294.0,0,6825.0,-73.2393167,41.1858061,1968.0,1.0,3.0,2.0,1294.0,100.0,2016.0,3.9,252.922,5.2,,24.79,35570.5,47.0,7.166265974133638,12.948012371209098
777,2018,10,19,4.0,2018.0,74,9.0,0,6776.0,-73.3858777,41.621131,1976.0,1.0,4.0,1.0,1174.0,100.0,2019.0,4.85,266.464,3.4,18831.0,28.17,35023.1,42.0,7.069023426578259,12.468056068255883
778,2016,5,23,2.0,2015.0,29,39.0,0,6423.0,-72.4083968,41.4400381,1999.0,1.5,3.0,2.0,2296.0,23.0,2016.0,3.58,255.023,4.8,,28.68,34944.3,17.0,7.739359202689098,12.959846800844964
779,2014,10,29,4.0,2014.0,46,149.0,0,6518.0,-72.9042411,41.3850781,1960.0,1.0,3.0,2.0,1728.0,101.0,2015.0,3.92,252.73,6.0,,39.93,35902.5,54.0,7.455298485683291,12.323860125621126
780,2019,12,26,4.0,2019.0,15,24.0,0,6013.0,-72.9789788,41.7928654,1984.0,1.5,3.0,2.0,1387.0,24.0,2020.0,3.74,270.429,3.1,13335.0,,37215.4,35.0,7.23561914106675,12.582798715298532
781,2012,12,31,4.0,2012.0,20,161.0,0,6413.0,-72.5622844,41.2904367,2014.0,2.0,6.0,2.0,2240.0,61.0,2013.0,3.35,246.456,7.8,,,37039.7,,7.714677473800927,12.206077645517674
782,2019,5,15,2.0,2018.0,68,17.0,0,6053.0,-72.7919354,41.7017298,1956.0,1.5,4.0,1.0,1544.0,23.0,2019.0,4.1,269.744,3.5,16708.0,,37215.4,63.0,7.342779189331845,12.122696471358964
783,2006,11,7,4.0,2006.0,46,60.0,0,6517.0,-72.9077734,41.3589382,1941.0,1.5,4.0,2.0,2361.0,20.0,2007.0,6.31,214.8,4.1,,,30914.5,65.0,7.767263996757308,12.994532278619134
784,2013,8,14,3.0,2012.0,57,162.0,0,6042.0,-72.4755106,41.8044747,1984.0,2.0,3.0,1.0,1488.0,118.0,2014.0,4.4,249.858,8.0,,,37039.7,29.0,7.305860032684009,12.07254696717504
785,2017,4,20,2.0,2016.0,46,122.0,0,6517.0,-72.9052989,41.3587412,1950.0,1.5,4.0,2.0,1998.0,24.0,2017.0,3.97,259.165,4.3,17558.0,,35485.1,67.0,7.6004023345004,12.873648139727594
786,2017,5,19,2.0,2016.0,46,1244.0,0,6514.0,-72.9229492,41.4079942,1895.0,2.25,5.0,2.0,2213.0,94.0,2017.0,4.02,259.386,4.4,19302.0,,35485.1,122.0,7.7025561132685825,12.001511614739403
787,2012,7,6,3.0,2011.0,29,8.0,0,6469.0,-72.4403273,41.5123099,1993.0,1.0,3.0,2.0,1284.0,100.0,2013.0,3.62,244.984,9.0,,,39197.7,19.0,7.158513997329321,12.206077645517674
788,2017,12,15,4.0,2017.0,64,39.0,0,6468.0,-73.1859228,41.3840259,2016.0,2.0,4.0,2.0,2380.0,30.0,2018.0,3.93,260.791,3.7,16078.0,,35485.1,1.0,7.7752758464868625,12.827995001361906
789,2016,12,21,4.0,2016.0,46,99.0,0,6514.0,-72.9470412,41.3626451,1959.0,1.0,3.0,1.0,1084.0,101.0,2017.0,4.16,256.427,4.0,18231.0,,34944.3,57.0,6.98933526597456,11.81303746480054
790,2018,5,24,2.0,2017.0,46,204.0,0,6514.0,-72.9414402,41.3497057,1930.0,2.25,3.0,1.0,1647.0,30.0,2018.0,4.66,265.84,3.8,17506.0,,35023.1,88.0,7.4073177104694174,12.206077645517674
791,2019,11,20,4.0,2019.0,37,875.0,0,6890.0,-73.2821349,41.1514176,1957.0,2.0,5.0,4.0,4093.0,30.0,2020.0,3.75,270.643,3.1,15545.0,,37215.4,62.0,8.317277766221235,13.507627138738266
792,2017,6,28,2.0,2016.0,68,44.0,0,6053.0,-72.7728854,41.6973563,1949.0,2.0,3.0,1.0,1638.0,30.0,2017.0,3.9,259.335,4.4,20036.0,,35485.1,68.0,7.40184157874383,12.25486757159303
793,2014,10,24,4.0,2014.0,37,771.0,0,6824.0,-73.2489693,41.132902,1951.0,2.0,4.0,3.0,2679.0,23.0,2015.0,3.92,252.73,6.0,,24.4,35902.5,63.0,7.893572073504902,13.556741124342862
794,2015,4,6,2.0,2014.0,73,2.0,0,6320.0,-72.1136012,41.3472421,1961.0,1.0,3.0,1.0,1056.0,101.0,2015.0,3.7,251.76,5.4,,38.0,35570.5,54.0,6.963189985870238,11.736077016252436
795,2007,9,6,3.0,2006.0,39,461.0,0,6033.0,-72.5036375,41.7242783,1968.0,1.0,4.0,4.0,2970.0,101.0,2008.0,6.46,221.436,4.4,,,29520.5,39.0,7.996653875462607,13.107251770049071
796,2012,12,5,4.0,2012.0,11,260.0,0,6606.0,-73.2203579,41.2180896,1953.0,1.0,2.0,1.0,1344.0,101.0,2013.0,3.32,246.456,7.8,,,39197.7,59.0,7.20414929203594,11.736077016252436
797,2020,6,24,2.0,2019.0,68,60.0,0,6053.0,-72.7770336,41.6904102,1938.0,2.0,3.0,1.0,1597.0,30.0,2020.0,3.13,272.283,11.4,10225.0,,37034.6,82.0,7.37650812632622,12.100717685412471
798,2019,6,10,2.0,2018.0,11,416.0,0,6606.0,-73.2072067,41.202723,1910.0,1.5,6.0,2.0,2682.0,130.0,2019.0,3.82,270.133,3.5,17619.0,,37215.4,109.0,7.894690850425624,12.468440756144114
799,2006,11,2,4.0,2006.0,29,3.0,0,6423.0,-72.4384676,41.4804569,1994.0,2.0,3.0,2.0,1821.0,44.0,2007.0,6.31,214.8,4.1,,,30914.5,12.0,7.507690077819904,12.54254845357358
800,2015,8,28,3.0,2014.0,20,117.0,0,6413.0,-72.5321741,41.2707479,1957.0,2.0,4.0,2.0,2390.0,30.0,2016.0,3.84,252.903,5.6,,26.77,35570.5,58.0,7.779466967458324,12.811756528818082
801,2019,3,1,1.0,2018.0,68,202.0,0,6053.0,-72.7831226,41.7065972,1953.0,1.25,3.0,1.0,1080.0,23.0,2019.0,4.35,268.025,3.9,14836.0,,37215.4,66.0,6.985641817639208,12.010671928196444
802,2020,8,25,3.0,2019.0,46,58.0,0,6514.0,-72.9286068,41.3530245,1938.0,2.0,3.0,1.0,1456.0,30.0,2021.0,2.99,273.597,9.4,9173.0,,37034.6,82.0,7.284134806195205,12.154784614286667
803,2019,5,13,2.0,2018.0,37,183.0,0,6825.0,-73.2487989,41.2161769,1963.0,1.0,5.0,3.0,2238.0,120.0,2019.0,4.1,269.744,3.5,16708.0,26.36,37215.4,56.0,7.713784616598755,13.098072734013511
804,2009,5,4,2.0,2008.0,68,170.0,0,6052.0,-72.7875607,41.6566667,1900.0,2.0,3.0,1.0,1156.0,46.0,2009.0,4.78,228.136,8.0,,,37588.0,109.0,7.053585727193677,11.599112335481124
805,2008,10,31,4.0,2008.0,39,171.0,0,6033.0,-72.5478724,41.7183688,1953.0,1.0,3.0,1.0,920.0,101.0,2009.0,6.46,230.837,5.8,,,32053.5,55.0,6.825460036255307,12.206077645517674
806,2010,5,11,2.0,2009.0,46,20.0,0,6514.0,-72.9359928,41.3559313,1948.0,1.75,2.0,1.0,936.0,24.0,2010.0,5.0,234.13,9.4,,,39119.8,62.0,6.842683282238422,12.323415584358154
807,2011,3,14,1.0,2010.0,11,275.0,0,6606.0,-73.1990476,41.2126835,1957.0,1.25,2.0,1.0,1152.0,24.0,2011.0,4.88,239.074,9.5,,,40127.2,54.0,7.050122520269059,11.461642696843066
808,2017,4,26,2.0,2016.0,46,314.0,0,6514.0,-72.9414702,41.3655299,1990.0,1.0,3.0,2.0,1946.0,100.0,2017.0,3.97,259.165,4.3,17558.0,,35485.1,27.0,7.574045005372199,12.554970929480584
809,2014,7,29,3.0,2013.0,64,128.0,0,6468.0,-73.1935496,41.3296136,1973.0,2.0,5.0,4.0,3198.0,30.0,2015.0,4.13,253.833,7.1,,31.01,35902.5,41.0,8.070593539949519,12.70654788843366
810,2019,10,2,4.0,2019.0,12,26.0,0,6010.0,-72.9360395,41.6675624,1945.0,1.5,3.0,2.0,1657.0,24.0,2020.0,3.64,270.348,3.3,17057.0,,37215.4,74.0,7.41336733569524,12.086731521684555
811,2013,6,3,2.0,2012.0,57,958.0,0,6042.0,-72.5113384,41.8082149,1988.0,2.0,3.0,2.0,1694.0,82.0,2013.0,3.81,248.851,8.2,,,37039.7,25.0,7.43543801981455,12.278397958261774
812,2019,11,13,4.0,2019.0,12,11.0,0,6010.0,-72.9419498,41.6870842,1765.0,2.0,4.0,2.0,2175.0,30.0,2020.0,3.69,270.643,3.1,15545.0,,37215.4,254.0,7.685243607975833,12.153731433847984
813,2013,11,8,4.0,2013.0,37,950.0,0,6890.0,-73.2874727,41.1438685,2013.0,2.25,5.0,4.0,4076.0,33.0,2014.0,4.16,249.503,7.0,,23.93,37039.7,0.0,8.313116702819253,13.972515161474428
814,2015,7,27,3.0,2014.0,37,55.0,0,6825.0,-73.2335174,41.1789549,1953.0,1.25,3.0,2.0,1142.0,23.0,2016.0,4.04,253.405,5.9,,24.79,35570.5,62.0,7.04141166379481,12.245298166364206
815,2010,4,29,2.0,2009.0,39,250.0,0,6033.0,-72.5219847,41.7284154,1953.0,1.0,3.0,2.0,1500.0,101.0,2010.0,5.06,233.615,9.3,,,39119.8,57.0,7.313886831633462,12.487488878546143
816,2018,7,11,3.0,2017.0,121,25.0,0,6279.0,-72.2810255,41.8572545,1983.0,1.0,3.0,1.0,1305.0,24.0,2019.0,4.52,265.83,4.2,19132.0,30.09,35023.1,35.0,7.174724309836376,12.319405795112926
817,2019,6,5,2.0,2018.0,68,403.0,0,6051.0,-72.7874642,41.6787174,1943.0,1.25,3.0,2.0,1908.0,23.0,2019.0,3.99,270.133,3.5,17619.0,,37215.4,76.0,7.554334823725748,12.07254696717504
818,2014,8,22,3.0,2013.0,63,391.0,0,6461.0,-73.0763071,41.2697601,2000.0,2.0,4.0,2.0,3635.0,30.0,2015.0,4.1,253.185,6.8,,27.22,35902.5,14.0,8.19863945529737,13.297997623898429
819,2014,3,27,1.0,2013.0,37,271.0,0,6824.0,-73.2560274,41.1326371,2012.0,2.0,4.0,3.0,3185.0,33.0,2014.0,4.4,252.413,7.4,,23.93,35902.5,2.0,8.066521490469993,13.937729075643883
820,2014,7,11,3.0,2013.0,64,189.0,0,6468.0,-73.2427614,41.3401357,1981.0,1.0,3.0,2.0,1542.0,101.0,2015.0,4.15,253.833,7.1,,31.01,35902.5,33.0,7.341483852363161,12.647551406590283
821,2015,5,18,2.0,2014.0,12,201.0,0,6010.0,-72.9692028,41.6669497,1967.0,1.0,2.0,1.0,988.0,101.0,2015.0,3.85,252.77,5.7,,34.61,35570.5,48.0,6.8966943316227125,11.775297421715829
822,2014,6,23,2.0,2013.0,37,159.0,0,6825.0,-73.2332305,41.198188,1939.0,1.5,4.0,3.0,2177.0,23.0,2014.0,4.17,253.555,6.5,,23.93,35902.5,75.0,7.686162303492906,13.122365377402328
823,2015,8,3,3.0,2014.0,29,116.0,0,6469.0,-72.4592483,41.5225924,1958.0,1.0,2.0,1.0,856.0,101.0,2016.0,3.98,252.903,5.6,,28.68,35570.5,57.0,6.75343791859778,11.711784520403112
824,2016,7,13,3.0,2015.0,64,29.0,0,6468.0,-73.1999579,41.3594652,1974.0,2.0,4.0,2.0,2759.0,30.0,2017.0,3.41,255.386,5.1,24227.0,,34944.3,42.0,7.9229859587111955,12.994532278619134
825,2017,8,18,3.0,2016.0,37,82.0,0,6890.0,-73.2945119,41.1290029,1966.0,2.0,4.0,3.0,2741.0,30.0,2018.0,3.89,259.508,4.5,19762.0,25.82,35485.1,51.0,7.91644286012226,14.210926003619385
826,2009,7,31,3.0,2008.0,37,1638.0,0,6825.0,-73.2404117,41.2020367,1958.0,1.5,3.0,2.0,1290.0,23.0,2010.0,5.25,230.154,8.6,,,37588.0,51.0,7.1631723908466425,12.73670383776449
827,2009,8,28,3.0,2008.0,12,82.0,0,6010.0,-72.9091503,41.7060235,1958.0,1.0,3.0,1.0,1092.0,101.0,2010.0,5.14,230.883,8.6,,,37588.0,51.0,6.996681488176539,12.384223015005311
828,2010,4,16,2.0,2009.0,60,25.0,0,6450.0,-72.7863986,41.5544647,1926.0,2.0,3.0,2.0,1934.0,130.0,2010.0,5.07,233.615,9.3,,,39119.8,84.0,7.567862605463882,11.848690308590855
829,2016,3,21,1.0,2015.0,68,99.0,0,6053.0,-72.8126209,41.6807312,1990.0,1.0,3.0,2.0,1608.0,100.0,2016.0,3.73,252.854,5.4,,49.0,34944.3,26.0,7.383368146992383,11.51293546492023
830,2016,3,10,1.0,2015.0,12,30.0,0,6010.0,-72.9295737,41.7086914,1950.0,1.0,2.0,1.0,1541.0,101.0,2016.0,3.68,252.854,5.4,,34.61,34944.3,66.0,7.340835554123275,12.013706813470414
831,2014,6,16,2.0,2013.0,68,144.0,0,6052.0,-72.7942308,41.6543924,1942.0,2.0,3.0,1.0,1249.0,30.0,2014.0,4.2,253.555,6.5,,44.12,35902.5,72.0,7.1308988302963465,11.995357787034976
832,2009,5,5,2.0,2008.0,60,21.0,0,6450.0,-72.7637601,41.5321296,2008.0,2.0,3.0,2.0,1472.0,30.0,2009.0,4.78,228.136,8.0,,,37588.0,1.0,7.29505641646263,12.697412651747085
833,2018,8,13,3.0,2017.0,63,235.0,0,6460.0,-73.0970896,41.1838154,1940.0,2.0,3.0,2.0,1730.0,46.0,2019.0,4.59,266.425,3.9,19000.0,27.74,35023.1,78.0,7.456454555176209,12.662709207270272
834,2015,7,27,3.0,2014.0,37,826.0,0,6825.0,-73.2302161,41.1953593,1950.0,2.25,3.0,2.0,2670.0,30.0,2016.0,4.04,253.405,5.9,,24.79,35570.5,65.0,7.890208213109961,13.270785106659046
835,2015,4,27,2.0,2014.0,104,9.0,0,6373.0,-71.799885,41.6929689,1990.0,1.0,3.0,1.0,1156.0,101.0,2015.0,3.65,251.76,5.4,,31.5,35570.5,25.0,7.053585727193677,10.933124826700707
836,2020,9,28,3.0,2019.0,64,9.0,0,6468.0,-73.2883625,41.3327033,1996.0,2.0,4.0,2.0,3777.0,30.0,2021.0,2.9,273.925,8.5,9044.0,,37034.6,24.0,8.236950048061455,13.190023895035274
837,2016,4,29,2.0,2015.0,15,9.0,0,6013.0,-72.9625425,41.7175738,1994.0,2.0,4.0,3.0,3229.0,30.0,2016.0,3.66,254.27,4.8,,31.1,34944.3,22.0,8.080237416216702,12.75130259456002
838,2017,4,26,2.0,2016.0,80,37.0,0,6360.0,-72.0741763,41.5138648,1900.0,1.75,3.0,2.0,1117.0,46.0,2017.0,3.97,259.165,4.3,17558.0,,35485.1,117.0,7.0192966537150445,10.747229096720554
839,2015,3,19,1.0,2014.0,80,18.0,0,6380.0,-72.0511579,41.5615914,1926.0,1.0,2.0,1.0,704.0,101.0,2015.0,3.78,251.451,6.0,,,35570.5,89.0,6.558197802812269,10.896757843893464
840,2015,2,20,1.0,2014.0,46,51.0,0,6514.0,-72.9648211,41.3451786,1964.0,1.0,3.0,1.0,1008.0,101.0,2015.0,3.76,250.619,6.4,,39.93,35570.5,51.0,6.9167150203536085,11.790564777297387
841,2010,11,5,4.0,2010.0,39,72.0,0,6033.0,-72.5676202,41.6881979,1967.0,2.0,4.0,2.0,3278.0,30.0,2011.0,4.24,235.094,9.3,,,39119.8,43.0,8.095293776844649,13.112315061750808
842,2011,4,5,2.0,2010.0,80,100.0,0,6360.0,-72.1029261,41.5515269,1850.0,2.25,4.0,1.0,1932.0,46.0,2011.0,4.86,240.267,8.8,,,40127.2,161.0,7.566828479208331,11.443050061309153
843,2016,10,14,4.0,2016.0,10,29.0,0,6405.0,-72.8101832,41.2554507,1974.0,2.0,4.0,3.0,2732.0,30.0,2017.0,3.47,256.605,4.4,22187.0,27.41,34944.3,42.0,7.913155185928068,13.312985389904174
844,2012,8,1,3.0,2011.0,39,94.0,0,6073.0,-72.6065154,41.6677178,1899.0,2.0,4.0,3.0,3299.0,27.0,2013.0,3.49,246.252,8.8,,,39197.7,113.0,8.101677747454572,13.380875616956182
845,2018,12,3,4.0,2018.0,46,29.0,0,6517.0,-72.9011227,41.341356,1950.0,1.5,3.0,1.0,1344.0,24.0,2019.0,4.81,265.286,3.2,15974.0,,35023.1,68.0,7.20414929203594,12.230770136157428
846,2019,11,8,4.0,2019.0,74,15.0,0,6776.0,-73.409879,41.5914576,1953.0,1.0,3.0,2.0,1543.0,101.0,2020.0,3.69,270.643,3.1,15545.0,,37215.4,66.0,7.342131730584722,12.628070334272698
847,2008,1,10,1.0,2007.0,20,15.0,0,6413.0,-72.5201497,41.2824086,1963.0,2.0,3.0,2.0,3092.0,30.0,2008.0,5.87,224.325,5.5,,,32053.5,45.0,8.03689677268507,12.77280873810987
848,2008,10,1,4.0,2008.0,39,223.0,0,6033.0,-72.5902553,41.6829614,1967.0,1.0,3.0,2.0,1724.0,119.0,2009.0,6.09,230.837,5.8,,,32053.5,41.0,7.45298232946546,12.7022951610422
849,2020,6,26,2.0,2019.0,11,80.0,0,6606.0,-73.1985127,41.206448,1930.0,2.0,3.0,1.0,1592.0,46.0,2020.0,3.13,272.283,11.4,10225.0,,37034.6,90.0,7.373374309910049,12.54254845357358
850,2015,12,23,4.0,2015.0,80,136.0,0,6360.0,-72.0579516,41.553934,1982.0,1.0,2.0,1.0,924.0,80.0,2016.0,3.97,251.67,4.9,,,35570.5,33.0,6.829793737512425,9.952325334619427
851,2014,10,10,4.0,2014.0,37,80.0,0,6824.0,-73.3135852,41.1681135,1969.0,2.0,5.0,3.0,2617.0,30.0,2015.0,4.12,252.73,6.0,,24.4,35902.5,45.0,7.870165946469845,13.353476685668044
852,2008,8,26,3.0,2007.0,37,21.0,0,6825.0,-73.2211195,41.1933403,1932.0,2.25,3.0,2.0,1562.0,30.0,2009.0,6.47,233.788,6.0,,,32053.5,76.0,7.354362330421477,13.172107372246904
853,2019,7,3,3.0,2018.0,10,46.0,0,6405.0,-72.7492882,41.285596,1986.0,2.0,3.0,2.0,2337.0,30.0,2020.0,3.75,270.381,3.9,17744.0,,37215.4,33.0,7.757051142032013,12.609037965102187
854,2019,12,9,4.0,2019.0,20,114.0,0,6413.0,-72.5412233,41.3006082,1991.0,2.0,2.0,2.0,2040.0,30.0,2020.0,3.68,270.429,3.1,13335.0,,37215.4,28.0,7.621195162809845,12.706850963741102
855,2016,9,29,3.0,2015.0,61,1496.0,0,6762.0,-73.091031,41.5499949,1938.0,1.75,3.0,1.0,1404.0,24.0,2017.0,3.42,256.085,4.5,22870.0,31.01,34944.3,78.0,7.247792581767846,12.303657509006149
856,2007,6,29,2.0,2006.0,29,21.0,0,6423.0,-72.3731526,41.4564741,2002.0,2.3,3.0,3.0,2347.0,30.0,2007.0,6.67,221.579,4.5,,,29520.5,5.0,7.761319180947987,12.793862088206213
857,2007,7,16,3.0,2006.0,80,28.0,0,6360.0,-72.0866803,41.5212559,2002.0,1.0,4.0,2.0,1184.0,100.0,2008.0,6.73,221.945,4.8,,,29520.5,5.0,7.077498053569231,12.408813469524198
858,2015,6,23,2.0,2014.0,37,107.0,0,6824.0,-73.2568175,41.1783953,1948.0,1.5,3.0,2.0,1632.0,23.0,2015.0,4.0,253.626,5.6,,24.4,35570.5,67.0,7.398174092970465,13.269059483669356
859,2010,4,9,2.0,2009.0,12,39.0,0,6010.0,-72.9079143,41.7021877,1959.0,1.0,3.0,2.0,1728.0,101.0,2010.0,5.21,233.615,9.3,,,39119.8,51.0,7.455298485683291,11.982935344196433
860,2016,9,19,3.0,2015.0,12,82.0,0,6010.0,-72.9375008,41.7069626,1946.0,1.5,3.0,2.0,1150.0,24.0,2017.0,3.5,256.085,4.5,22870.0,36.03,34944.3,70.0,7.048386408721883,12.109016442313738
861,2009,12,1,4.0,2009.0,39,291.0,0,6033.0,-72.573061,41.7148283,1976.0,1.0,3.0,2.0,1264.0,101.0,2010.0,4.78,231.462,8.7,,,37588.0,33.0,7.142827401161621,12.392556361841775
862,2015,8,31,3.0,2014.0,12,532.0,0,6010.0,-72.9684094,41.6809115,1920.0,2.0,3.0,1.0,1248.0,24.0,2016.0,3.84,252.903,5.6,,34.61,35570.5,95.0,7.130098510125578,12.031725210748633
863,2018,6,13,2.0,2017.0,80,52.0,0,6360.0,-72.1085953,41.5070085,1955.0,1.0,2.0,2.0,792.0,101.0,2018.0,4.54,265.95,4.0,18609.0,,35023.1,63.0,6.675823221634848,11.695255355062796
864,2013,10,28,4.0,2013.0,39,63.0,0,6033.0,-72.5402165,41.725885,1990.0,2.0,3.0,2.0,2657.0,81.0,2014.0,4.13,249.32,7.6,,35.1,37039.7,23.0,7.885329239273191,12.961022577169068
865,2020,5,20,2.0,2019.0,12,2116.0,0,6010.0,-72.9691617,41.714912,1957.0,1.0,2.0,2.0,1312.0,101.0,2020.0,3.28,271.345,12.1,10818.0,,37034.6,63.0,7.180069874302796,12.438619843639584
866,2019,3,18,1.0,2018.0,74,1.0,0,6776.0,-73.4268063,41.501225,1977.0,2.0,4.0,2.0,1888.0,30.0,2019.0,4.31,268.025,3.9,14836.0,28.17,37215.4,42.0,7.543802867501509,12.793862088206213
867,2009,12,28,4.0,2009.0,12,597.0,0,6010.0,-72.9451646,41.6986441,1956.0,2.0,6.0,3.0,2893.0,30.0,2010.0,5.05,231.462,8.7,,,37588.0,53.0,7.970394907191429,12.345838935721968
868,2010,11,2,4.0,2010.0,12,65.0,0,6010.0,-72.9762808,41.6425111,1994.0,2.0,3.0,1.0,1768.0,30.0,2011.0,4.23,235.094,9.3,,,39119.8,16.0,7.478169694159785,12.468440756144114
869,2010,8,11,3.0,2009.0,41,20.0,0,6035.0,-72.8067641,41.9212924,1977.0,1.5,3.0,1.0,1766.0,24.0,2011.0,4.49,234.15,9.6,,,39119.8,33.0,7.477038472319696,12.245298166364206
870,2007,6,25,2.0,2006.0,12,595.0,0,6010.0,-72.9009653,41.6687543,1975.0,2.0,4.0,2.0,1600.0,46.0,2007.0,6.69,221.579,4.5,,,29520.5,32.0,7.378383712996714,12.180759965737863
871,2010,1,4,1.0,2009.0,68,104.0,0,6051.0,-72.7617252,41.6679754,1958.0,1.5,3.0,1.0,1229.0,23.0,2010.0,5.14,232.294,10.1,,,39119.8,52.0,7.114769448366463,11.918397239722838
872,2019,9,6,3.0,2018.0,39,4.0,0,6033.0,-72.5906145,41.7232529,1998.0,2.0,2.0,1.0,1080.0,127.0,2020.0,3.49,270.563,3.3,17358.0,,37215.4,21.0,6.985641817639208,11.982935344196433
873,2010,1,21,1.0,2009.0,12,274.0,0,6010.0,-72.8978361,41.6948998,1960.0,1.0,3.0,1.0,1000.0,101.0,2010.0,4.99,232.294,10.1,,,39119.8,50.0,6.90875477931522,11.8350162104899
874,2013,4,30,2.0,2012.0,57,95.0,0,6042.0,-72.4969745,41.788114,1952.0,1.0,3.0,2.0,1470.0,101.0,2013.0,3.4,248.464,7.7,,,37039.7,61.0,7.293697720601438,12.128116509451258
875,2007,6,27,2.0,2006.0,68,774.0,0,6051.0,-72.7627074,41.6737757,1956.0,1.5,4.0,2.0,1581.0,23.0,2007.0,6.69,221.579,4.5,,,29520.5,51.0,7.366445148327599,12.01974909141692
876,2007,6,15,2.0,2006.0,15,64.0,0,6013.0,-72.9335231,41.7869693,1985.0,2.0,3.0,2.0,2151.0,30.0,2007.0,6.74,221.579,4.5,,,29520.5,22.0,7.674152921281675,12.82530683492637
877,2013,9,26,3.0,2012.0,46,18.0,0,6514.0,-72.9359553,41.3615412,1959.0,1.0,3.0,1.0,1008.0,101.0,2014.0,4.32,250.231,7.6,,38.9405,37039.7,54.0,6.9167150203536085,11.998439434579147
878,2016,6,1,2.0,2015.0,13,62.0,0,6804.0,-73.4371601,41.4816748,1960.0,2.0,3.0,3.0,3191.0,82.0,2016.0,3.64,255.471,5.0,,25.7,34944.3,56.0,8.068402958569699,13.51440681653079
879,2007,3,2,1.0,2006.0,46,87.0,0,6514.0,-72.9480107,41.3492098,1941.0,1.5,4.0,1.0,1152.0,24.0,2007.0,6.18,218.334,4.5,,,29520.5,66.0,7.050122520269059,12.396697137361691
880,2007,7,12,3.0,2006.0,12,129.0,0,6010.0,-72.9306501,41.677669,1950.0,2.0,4.0,2.0,2520.0,30.0,2008.0,6.73,221.945,4.8,,,29520.5,57.0,7.83241092718792,12.73670383776449
881,2018,7,30,3.0,2017.0,37,166.0,0,6825.0,-73.2211256,41.189822,1900.0,2.25,4.0,2.0,2565.0,30.0,2019.0,4.54,265.83,4.2,19132.0,26.36,35023.1,118.0,7.850103545175582,13.130333531178522
882,2017,11,1,4.0,2017.0,74,30.0,0,6776.0,-73.4267728,41.5297259,1970.0,1.0,3.0,1.0,1040.0,120.0,2018.0,3.94,260.63,3.8,18140.0,27.25,35485.1,47.0,6.947937068614969,12.44312304677877
883,2012,10,11,4.0,2012.0,46,25.0,0,6518.0,-72.8990482,41.3980284,1954.0,1.5,3.0,1.0,1224.0,24.0,2013.0,3.39,247.564,8.1,,,39197.7,58.0,7.110696122978827,11.350418300109132
884,2013,9,16,3.0,2012.0,57,148.0,0,6042.0,-72.4754244,41.8040382,1984.0,2.0,3.0,1.0,1488.0,118.0,2014.0,4.57,250.231,7.6,,,37039.7,29.0,7.305860032684009,12.154784614286667
885,2010,4,13,2.0,2009.0,68,305.0,0,6053.0,-72.7610018,41.6911628,1960.0,1.0,3.0,1.0,1000.0,119.0,2010.0,5.21,233.615,9.3,,,39119.8,50.0,6.90875477931522,11.884495917930655
886,2020,7,2,3.0,2019.0,13,103.0,0,6804.0,-73.3959237,41.4923811,1988.0,1.75,4.0,4.0,3115.0,24.0,2021.0,3.07,273.347,12.1,9742.0,,37034.6,32.0,8.044305406990638,13.21767537538882
887,2018,10,1,4.0,2018.0,64,12.0,0,6468.0,-73.2311773,41.3275104,1968.0,1.0,4.0,3.0,2324.0,100.0,2019.0,4.72,266.464,3.4,18831.0,35.24,35023.1,50.0,7.751475318021456,12.83468397161566
888,2015,1,26,1.0,2014.0,12,15.0,0,6010.0,-72.9123603,41.6900244,1954.0,1.25,2.0,1.0,768.0,24.0,2015.0,3.63,250.016,6.5,,34.61,35570.5,61.0,6.645090969505644,11.774527900858468
889,2012,8,29,3.0,2011.0,37,173.0,0,6824.0,-73.2558335,41.1346144,1940.0,2.0,2.0,2.0,1386.0,23.0,2013.0,3.66,246.252,8.8,,,39197.7,72.0,7.234898420314831,12.706850963741102
890,2012,12,28,4.0,2012.0,39,180.0,0,6033.0,-72.5236557,41.6960545,1985.0,2.0,4.0,2.0,2490.0,44.0,2013.0,3.35,246.456,7.8,,,39197.7,27.0,7.820439515262181,12.51723073716405
891,2013,9,26,3.0,2012.0,11,45.0,0,6606.0,-73.2017823,41.2221296,2001.0,2.0,3.0,2.0,1728.0,30.0,2014.0,4.32,250.231,7.6,,41.855,37039.7,12.0,7.455298485683291,12.445093483000798
